timestamp,open,high,low,close,volume
2024-01-01T00:00:00Z,42000.0,42022.06,41924.09,42005.06,1248.99
2024-01-01T00:30:00Z,42005.0,42071.96,41983.08,41980.71,1291.63
2024-01-01T01:00:00Z,42010.0,42085.02,41940.05,42024.47,781.66
2024-01-01T01:30:00Z,42014.99,42043.97,41933.19,41989.62,771.22
2024-01-01T02:00:00Z,42019.97,42082.85,41933.32,42045.49,1219.43
2024-01-01T02:30:00Z,42024.95,42104.45,41972.64,41997.45,1081.51
2024-01-01T03:00:00Z,42029.91,42101.87,41986.79,42028.76,1056.71
2024-01-01T03:30:00Z,42034.86,42115.51,42002.26,42013.26,847.86
2024-01-01T04:00:00Z,42039.79,42091.27,41962.63,42072.87,753.28
2024-01-01T04:30:00Z,42044.7,42083.0,41972.8,42080.1,707.17
2024-01-01T05:00:00Z,42049.59,42080.32,41996.22,42029.56,779.92
2024-01-01T05:30:00Z,42054.45,42108.64,42013.51,42041.57,1150.4
2024-01-01T06:00:00Z,42059.29,42111.63,41988.65,42066.19,1160.74
2024-01-01T06:30:00Z,42064.1,42132.31,42002.45,42090.93,855.79
2024-01-01T07:00:00Z,42068.88,42158.74,41994.27,42068.59,1008.21
2024-01-01T07:30:00Z,42073.63,42139.79,42038.38,42083.17,866.53
2024-01-01T08:00:00Z,42078.35,42099.14,42003.36,42050.93,941.45
2024-01-01T08:30:00Z,42083.03,42170.63,42058.47,42109.47,833.46
2024-01-01T09:00:00Z,42087.67,42168.1,41998.45,42103.62,935.81
2024-01-01T09:30:00Z,42092.27,42130.59,42058.96,42093.98,1177.98
2024-01-01T10:00:00Z,42096.83,42175.23,42021.27,42112.5,779.01
2024-01-01T10:30:00Z,42101.35,42134.51,42031.28,42066.62,925.18
2024-01-01T11:00:00Z,42105.82,42153.43,42039.66,42086.99,1025.37
2024-01-01T11:30:00Z,42110.26,42190.18,42045.76,42146.61,774.71
2024-01-01T12:00:00Z,42114.64,42155.68,42052.08,42148.72,1221.95
2024-01-01T12:30:00Z,42118.98,42192.65,42031.02,42158.3,907.87
2024-01-01T13:00:00Z,42123.27,42179.27,42035.79,42100.49,832.12
2024-01-01T13:30:00Z,42127.51,42171.29,42061.43,42127.08,1071.21
2024-01-01T14:00:00Z,42131.71,42217.47,42097.7,42136.56,710.08
2024-01-01T14:30:00Z,42135.85,42168.73,42096.86,42127.12,902.26
2024-01-01T15:00:00Z,42139.95,42191.93,42083.18,42126.91,893.5
2024-01-01T15:30:00Z,42144.0,42194.11,42074.17,42125.75,1050.29
2024-01-01T16:00:00Z,42147.99,42230.23,42119.03,42132.29,1051.85
2024-01-01T16:30:00Z,42151.94,42234.42,42092.18,42115.2,1209.79
2024-01-01T17:00:00Z,42155.83,42200.18,42094.95,42176.85,872.66
2024-01-01T17:30:00Z,42159.68,42187.09,42106.12,42135.44,1257.72
2024-01-01T18:00:00Z,42163.48,42228.21,42131.79,42125.53,1246.58
2024-01-01T18:30:00Z,42167.23,42218.1,42129.74,42183.38,744.79
2024-01-01T19:00:00Z,42170.93,42225.33,42147.34,42144.08,915.61
2024-01-01T19:30:00Z,42174.58,42205.71,42096.22,42152.46,1128.13
2024-01-01T20:00:00Z,42178.19,42206.12,42145.24,42207.51,810.31
2024-01-01T20:30:00Z,42181.75,42268.45,42161.11,42218.55,945.69
2024-01-01T21:00:00Z,42185.26,42208.72,42157.15,42220.12,1029.08
2024-01-01T21:30:00Z,42188.74,42224.87,42106.5,42194.13,712.27
2024-01-01T22:00:00Z,42192.17,42279.05,42150.57,42228.77,895.21
2024-01-01T22:30:00Z,42195.56,42238.62,42113.3,42169.11,1207.29
2024-01-01T23:00:00Z,42198.91,42273.35,42145.9,42201.11,1138.48
2024-01-01T23:30:00Z,42202.23,42274.79,42140.27,42218.89,1057.11
2024-01-02T00:00:00Z,42205.51,42249.86,42150.59,42213.72,1043.84
2024-01-02T00:30:00Z,42208.76,42230.62,42166.6,42239.06,1236.83
2024-01-02T01:00:00Z,42211.97,42287.84,42147.42,42182.32,1166.16
2024-01-02T01:30:00Z,42215.15,42253.64,42129.06,42181.61,867.18
2024-01-02T02:00:00Z,42218.31,42261.99,42194.73,42201.45,1281.69
2024-01-02T02:30:00Z,42221.44,42278.15,42187.51,42200.17,1013.06
2024-01-02T03:00:00Z,42224.55,42253.28,42144.46,42205.73,827.15
2024-01-02T03:30:00Z,42227.63,42281.15,42141.86,42192.39,1202.28
2024-01-02T04:00:00Z,42230.7,42282.23,42174.86,42264.43,1244.22
2024-01-02T04:30:00Z,42233.75,42303.51,42162.82,42246.03,999.63
2024-01-02T05:00:00Z,42236.78,42280.89,42192.05,42241.43,1173.62
2024-01-02T05:30:00Z,42239.81,42272.56,42209.22,42234.87,949.02
2024-01-02T06:00:00Z,42242.82,42327.37,42167.95,42226.1,1118.0
2024-01-02T06:30:00Z,42245.83,42329.33,42177.98,42257.13,1157.64
2024-01-02T07:00:00Z,42248.83,42299.47,42200.13,42220.65,837.09
2024-01-02T07:30:00Z,42251.83,42278.7,42231.71,42272.85,1008.73
2024-01-02T08:00:00Z,42254.83,42278.71,42192.04,42257.55,716.8
2024-01-02T08:30:00Z,42257.84,42310.68,42236.64,42263.45,996.79
2024-01-02T09:00:00Z,42260.85,42344.12,42192.56,42282.9,1110.55
2024-01-02T09:30:00Z,42263.86,42331.89,42180.09,42254.36,790.04
2024-01-02T10:00:00Z,42266.89,42335.88,42213.01,42250.83,1096.05
2024-01-02T10:30:00Z,42269.93,42342.56,42184.59,42241.85,1181.93
2024-01-02T11:00:00Z,42272.98,42293.25,42229.61,42254.17,897.03
2024-01-02T11:30:00Z,42276.06,42296.14,42250.2,42307.89,1296.22
2024-01-02T12:00:00Z,42279.15,42342.67,42211.67,42268.7,815.34
2024-01-02T12:30:00Z,42282.26,42315.97,42231.73,42257.79,1269.22
2024-01-02T13:00:00Z,42285.4,42366.94,42237.46,42279.73,1108.97
2024-01-02T13:30:00Z,42288.57,42348.11,42216.59,42318.05,733.89
2024-01-02T14:00:00Z,42291.76,42336.45,42229.31,42297.04,1231.32
2024-01-02T14:30:00Z,42294.99,42338.13,42272.51,42259.8,960.81
2024-01-02T15:00:00Z,42298.24,42361.44,42243.65,42267.63,981.3
2024-01-02T15:30:00Z,42301.54,42366.27,42240.5,42284.2,783.71
2024-01-02T16:00:00Z,42304.86,42381.99,42252.42,42332.2,973.11
2024-01-02T16:30:00Z,42308.23,42377.25,42280.15,42286.47,1251.86
2024-01-02T17:00:00Z,42311.63,42384.74,42264.14,42335.66,957.64
2024-01-02T17:30:00Z,42315.08,42337.01,42268.44,42276.78,1078.62
2024-01-02T18:00:00Z,42318.57,42349.22,42290.84,42338.45,792.51
