timestamp,open,high,low,close,volume
2025-10-01 00:00:00+00:00,113988.7,114246.0,113899.4,113960.6,2610.933
2025-10-01 00:30:00+00:00,113960.7,114198.0,113906.4,114181.1,1162.199
2025-10-01 01:00:00+00:00,114181.0,114373.0,114083.3,114315.7,1986.585
2025-10-01 01:30:00+00:00,114315.7,114498.0,114159.1,114491.6,1777.434
2025-10-01 02:00:00+00:00,114491.6,114494.0,114354.8,114368.2,1009.773
2025-10-01 02:30:00+00:00,114368.2,114387.1,114218.9,114219.0,1608.511
2025-10-01 03:00:00+00:00,114219.0,114481.2,114139.4,114416.7,2722.193
2025-10-01 03:30:00+00:00,114416.7,114480.0,114038.7,114135.9,3019.463
2025-10-01 04:00:00+00:00,114135.8,114553.5,114095.2,114549.9,2271.873
2025-10-01 04:30:00+00:00,114550.0,114669.0,114184.4,114227.8,3474.184
2025-10-01 05:00:00+00:00,114227.8,114700.0,114200.8,114553.7,3227.906
2025-10-01 05:30:00+00:00,114553.7,114595.5,114453.7,114511.4,1106.048
2025-10-01 06:00:00+00:00,114511.5,114570.1,114250.0,114330.7,1794.959
2025-10-01 06:30:00+00:00,114330.7,114491.8,114170.0,114212.8,1995.203
2025-10-01 07:00:00+00:00,114212.7,114538.6,114184.9,114504.6,1285.117
2025-10-01 07:30:00+00:00,114504.6,114539.1,114386.7,114480.8,1122.381
2025-10-01 08:00:00+00:00,114480.8,115072.1,114425.6,115034.8,7147.969
2025-10-01 08:30:00+00:00,115034.8,116599.8,115034.8,116060.5,23641.023
2025-10-01 09:00:00+00:00,116060.4,116332.9,115890.7,116193.8,5711.899
2025-10-01 09:30:00+00:00,116193.7,116500.0,116109.6,116372.4,4715.355
2025-10-01 10:00:00+00:00,116372.3,116520.0,116190.8,116190.8,2630.374
2025-10-01 10:30:00+00:00,116190.3,116328.3,116154.5,116233.6,1592.62
2025-10-01 11:00:00+00:00,116233.5,116388.0,116228.1,116284.7,1463.664
2025-10-01 11:30:00+00:00,116284.7,116750.0,116238.2,116736.8,4986.448
2025-10-01 12:00:00+00:00,116736.8,116850.0,116562.5,116587.3,3872.686
2025-10-01 12:30:00+00:00,116587.3,116604.0,116311.5,116373.7,3368.299
2025-10-01 13:00:00+00:00,116373.8,116617.2,116373.7,116595.1,1632.549
2025-10-01 13:30:00+00:00,116595.1,116802.0,116370.4,116762.5,3771.777
2025-10-01 14:00:00+00:00,116761.9,117400.0,116655.2,117085.0,10062.525
2025-10-01 14:30:00+00:00,117085.0,117371.2,117000.0,117245.3,3060.808
2025-10-01 15:00:00+00:00,117245.4,117647.8,117031.0,117457.3,3786.642
2025-10-01 15:30:00+00:00,117457.2,117500.0,117236.5,117366.4,2560.271
2025-10-01 16:00:00+00:00,117366.5,117850.0,117259.3,117821.5,7867.632
2025-10-01 16:30:00+00:00,117821.4,118190.0,117475.0,117480.1,9746.099
2025-10-01 17:00:00+00:00,117480.0,117649.2,117208.9,117352.5,3971.623
2025-10-01 17:30:00+00:00,117352.5,117456.1,116687.5,116734.2,5353.233
2025-10-01 18:00:00+00:00,116734.3,117035.8,116731.4,116984.9,2665.591
2025-10-01 18:30:00+00:00,116984.9,117312.7,116984.9,117192.3,2452.69
2025-10-01 19:00:00+00:00,117192.3,117458.6,117167.6,117419.8,1516.684
2025-10-01 19:30:00+00:00,117419.8,117572.7,117234.8,117374.1,1982.54
2025-10-01 20:00:00+00:00,117374.0,117388.2,117104.1,117344.2,2189.407
2025-10-01 20:30:00+00:00,117344.2,117493.6,117243.0,117474.6,986.478
2025-10-01 21:00:00+00:00,117474.7,117524.9,117356.5,117434.7,700.769
2025-10-01 21:30:00+00:00,117434.7,117503.3,117276.3,117503.2,764.477
2025-10-01 22:00:00+00:00,117503.2,118041.9,117503.2,117756.8,3652.547
2025-10-01 22:30:00+00:00,117756.8,117828.0,117584.0,117695.8,1777.075
2025-10-01 23:00:00+00:00,117695.8,118457.3,117634.9,118312.1,7304.688
2025-10-01 23:30:00+00:00,118312.2,118631.8,118020.7,118552.4,3878.225
2025-10-02 00:00:00+00:00,118552.0,119457.0,118552.0,118898.4,11561.781
2025-10-02 00:30:00+00:00,118898.5,118900.6,118367.0,118397.0,3478.097
2025-10-02 01:00:00+00:00,118397.0,118666.6,118335.0,118454.1,1993.462
2025-10-02 01:30:00+00:00,118454.1,118862.0,118454.1,118577.4,2271.782
2025-10-02 02:00:00+00:00,118577.5,118748.8,118449.5,118491.2,2450.44
2025-10-02 02:30:00+00:00,118491.2,118736.2,118433.4,118697.4,2146.255
2025-10-02 03:00:00+00:00,118697.3,119043.4,118676.9,118893.7,4385.926
2025-10-02 03:30:00+00:00,118893.6,118988.2,118652.5,118697.0,2072.305
2025-10-02 04:00:00+00:00,118697.0,118893.8,118508.4,118525.1,2021.336
2025-10-02 04:30:00+00:00,118525.0,118641.8,118372.0,118616.8,1622.583
2025-10-02 05:00:00+00:00,118616.7,118641.8,118358.3,118600.1,1312.309
2025-10-02 05:30:00+00:00,118600.1,118600.1,118226.4,118329.7,1870.473
2025-10-02 06:00:00+00:00,118329.7,118484.3,118251.3,118412.5,1394.101
2025-10-02 06:30:00+00:00,118412.5,118644.8,118387.9,118600.0,1670.593
2025-10-02 07:00:00+00:00,118599.9,118629.8,118437.7,118471.8,988.416
2025-10-02 07:30:00+00:00,118471.9,118477.1,118377.1,118444.1,968.304
